F1,F2,F3,delta_f1,delta_f2,delta_total,ratio1,ratio2,variance,label_status,jarak_cm
11.532495931962947,11.505714043705106,10.859090155566571,0.026781888257840336,0.6466238881385351,0.6734057763963754,0.9976777023451088,0.9437997602163327,0.09692389577045081,Bocor Besar,163.18
8.134250384243062,8.077915409177974,8.077019341171265,0.05633497506508789,0.0008960680067087168,0.057231043071796606,0.9930743495215963,0.9998890718754382,0.000716647182726951,Normal,0.0
8.355802495264374,8.1247134038649,8.078091743132378,0.23108909139947365,0.04662166073252294,0.2777107521319966,0.972343878217509,0.9942617470407824,0.01474433436255689,Bocor Kecil,78.01
9.819126227973483,9.770658711164007,9.749710296537945,0.0484675168094757,0.020948414626062117,0.06941593143553781,0.9950639684546068,0.9978559874778835,0.0008451675331206122,Normal,0.0
10.864888916642418,10.84037324004801,10.780005414680321,0.02451567659440812,0.060367825367688255,0.08488350196209637,0.9977435870000607,0.9944312041632783,0.0012722779604282817,Normal,0.0
11.787238855615934,11.251055237917875,11.199417693307847,0.5361836176980592,0.051637544610027675,0.5878211623080869,0.9545115167117701,0.9954104265317265,0.07063255852870683,Bocor Besar,78.09
10.507090016402218,10.50527614396843,10.464440173841453,0.0018138724337877221,0.04083597012697737,0.042649842560765094,0.9998273668131751,0.99611281325999,0.00038776396220838806,Normal,0.0
10.118733975955807,9.713425676045897,9.702707115117901,0.40530829990991,0.010718560927996279,0.4160268608379063,0.9599447617782021,0.9988965210333127,0.0374964504958746,Bocor Besar,79.15
8.231833409356707,8.228892502521184,8.147071742601575,0.0029409068355228385,0.08182075991960858,0.08476166675513142,0.9996427397531903,0.9900568928449922,0.0015430917597717114,Normal,0.0
10.97108068924251,10.929216585108772,10.889176652410374,0.04186410413373842,0.04003993269839867,0.0819040368321371,0.9961841403486543,0.9963364315834903,0.0011182300749792067,Normal,0.0
9.029204045707303,8.956708481886382,8.896788470939255,0.0724955638209206,0.05992001094712762,0.13241557476804822,0.991970990637277,0.9933100411754712,0.002931099880752181,Bocor Kecil,79.17
