F1,F2,F3,delta_f1,delta_f2,delta_total,ratio1,ratio2,variance,label_status,jarak_cm
10.07566270793764,9.829909990953963,9.74190033236616,0.2457527169836773,0.08800965858780252,0.3337623755714798,0.9756092751308485,0.991046748274522,0.019948602361857613,Bocor Kecil,79.42
9.220732287845479,9.08965783554087,9.085483922872106,0.13107445230460968,0.004173912668763435,0.13524836497337311,0.9857848109875841,0.9995408064039063,0.0039433393135434,Normal,0.0
11.209571190430797,11.157611496414864,11.040275735672092,0.05195969401593281,0.11733576074277252,0.16929545475870533,0.9953647027943149,0.989483792227353,0.005014271283696818,Normal,0.0
11.801903993377485,11.724174593723701,11.670836567091108,0.07772939965378356,0.05333802663259313,0.1310674262863767,0.9934138254558417,0.9954505943078376,0.0028961638765479564,Normal,0.0
8.899074716066234,8.631671275249012,8.573744640297866,0.26740344081722256,0.05792663495114603,0.3253300757683686,0.9699515455989535,0.9932890591979274,0.02007775037745618,Bocor Kecil,78.94
11.266259454381592,11.013816562499363,10.981453441765781,0.2524428918822288,0.032363120733581496,0.2848060126158103,0.9775930163063971,0.9970615889097179,0.016209916674177347,Bocor Kecil,78.31
9.006044638667646,8.987020988776418,8.923724150695183,0.019023649891227734,0.06329683808123576,0.0823204879724635,0.9978876798134501,0.9929568609931717,0.0012383390784767437,Normal,0.0
10.126207254360546,10.012071769313943,9.94920925332908,0.11413548504660298,0.06286251598486281,0.1769980010314658,0.9887287034346,0.9937213278696693,0.005367433025767247,Normal,0.0
9.088223135103265,9.066167311943843,8.963075341919094,0.02205582315942145,0.10309197002474946,0.1251477931841709,0.9975731424249223,0.9886289358581619,0.002975153750854614,Normal,0.0
11.932581181842718,11.796442908293812,11.75569742765119,0.13613827354890518,0.040745480642621956,0.17688375419152713,0.9885910456862376,0.9965459519484492,0.0057201873571737115,Normal,0.0
9.424102791048647,9.342045674047723,9.247137816124157,0.08205711700092344,0.09490785792356604,0.17696497492448948,0.9912928457148341,0.9898407842099058,0.005228608255129803,Normal,0.0
8.547671766087959,7.728803656163774,7.698901148095788,0.8188681099241846,0.029902508067985778,0.8487706179921704,0.9041998649067267,0.9961310301829005,0.15465007815626367,Bocor Besar,75.35
11.730402863891921,11.393108411250418,11.358854112642632,0.33729445264150293,0.03425429860778628,0.3715487512492892,0.971246132246681,0.9969934194101093,0.028109931034527632,Bocor Kecil,78.2
11.273051602580443,11.1728852359882,11.17113774944438,0.10016636659224254,0.001747486543820287,0.10191385313606283,0.9911145295769502,0.9998435957671711,0.0022691986851723707,Normal,0.0
9.952578187935353,9.42185233346965,9.408881929074493,0.5307258544657039,0.01297040439515662,0.5436962588608605,0.946674535538032,0.9986233700193876,0.06416042065420235,Bocor Besar,78.35
11.530471774549188,11.393680704593221,11.378361166604675,0.1367910699559669,0.015319537988546017,0.15211060794451292,0.9881365591425408,0.9986554355536424,0.004676013568125562,Normal,0.0
8.962675549855067,8.402732417443135,8.320250005410594,0.5599431324119326,0.08248241203254025,0.6424255444444729,0.9375250025176927,0.9901838583052679,0.08145002666497447,Bocor Besar,79.09
10.33977255037835,10.234655009217411,10.233346626587851,0.10511754116093996,0.001308382629559901,0.10642592379049987,0.98983366987535,0.9998721615307617,0.002486431842165392,Normal,0.0
10.562893724228053,10.306469755310701,10.25093381085394,0.25642396891735153,0.05553594445676069,0.3119599133741122,0.9757240794414893,0.9946115453908799,0.018461831168268317,Bocor Kecil,78.06
11.467120583341224,11.305397829887522,11.22066489835974,0.16172275345370224,0.08473293152778183,0.24645568498148407,0.9858968297857926,0.9925050906829853,0.010452702592181248,Bocor Kecil,78.43
10.239564862306203,9.515882137812826,9.51413523714153,0.7236827244933774,0.0017469006712946822,0.7254296251646721,0.9293248556725889,0.9998164226241987,0.11666309760651887,Bocor Besar,78.95
8.71601770420193,8.691066428230329,8.586602576830986,0.02495127597160085,0.104463851399343,0.12941512737094385,0.9971373077914273,0.9879803183807199,0.0031426152904702916,Normal,0.0
11.128128625542356,11.116951373293917,11.110481715658103,0.011177252248439018,0.0064696576358134195,0.017646909884252437,0.9989955856348763,0.9994180367064162,5.313342957920003e-05,Normal,0.0
9.249600608036125,9.207114659453968,8.867057823631608,0.04248594858215782,0.34005683582235946,0.3825427844045173,0.9954067261514788,0.9630658628245511,0.02930918770182243,Bocor Kecil,163.86
8.742375290276518,8.728658261600795,8.661508330996352,0.013717028675722887,0.06714993060444385,0.08086695928016674,0.9984309723364336,0.9923069584589134,0.0012485261287880417,Normal,0.0
10.589600209801283,10.492584470458395,9.553812995967155,0.0970157393428881,0.9387714744912401,1.0357872138341282,0.9908385833817319,0.910530005535402,0.21817323192677449,Bocor Besar,160.86
9.819503876580425,9.084436372796151,9.001111101638937,0.7350675037842738,0.08332527115721433,0.8183927749414881,0.9251420934272032,0.99082768949687,0.13522600777883287,Bocor Besar,77.1
10.291541316462022,10.275632442280223,10.038596766056656,0.015908874181798538,0.23703567622356658,0.2529445504053651,0.9984541796323209,0.9769322542865335,0.013379994406696452,Bocor Kecil,163.43
11.028705371977484,11.00145436989793,10.818758638959684,0.027251002079554,0.18269573093824576,0.20994673301779976,0.9975290842251716,0.9833934928241728,0.008688664213583004,Bocor Kecil,163.69
8.686386707686292,8.5859340751518,8.531601678664888,0.10045263253449299,0.05433239648691135,0.15478502902140434,0.9884356250861356,0.9936719294591193,0.0041112384333642,Normal,0.0
11.40585056109939,11.266001098647024,11.241293809930198,0.13984946245236607,0.024707288716825815,0.16455675116919188,0.9877387958308577,0.9978069158257233,0.005249694068812407,Normal,0.0
9.786650992377949,9.731301630743216,9.717587292344373,0.055349361634732475,0.013714338398843395,0.06906370003357587,0.9943444022191208,0.9985906984574893,0.0008912699526020148,Normal,0.0
9.416939482459346,9.27398088305737,9.239656628381628,0.14295859940197708,0.03432425467574163,0.1772828540777187,0.9848189956335324,0.9962988650603702,0.005893836216884649,Normal,0.0
8.503275302117718,8.409872782975363,8.37385491083281,0.09340251914235509,0.03601787214255303,0.12942039128490812,0.9890157009124363,0.9957171917968288,0.0029745505973504476,Normal,0.0
